date,time,build,subject,trialcode,blocknum,trialnum,latency,response,correct,stimulus1,blockcode,stimulusitem2,stimulusitem3,stimulusitem4,stimulusitem5
40517,15:10:07,5.0.6.0,3,whiteindirect,4,30,1831,plus1,0,w08.bmp,Judgeindirect,blacksquare2.gif,pic36.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,31,1575,minus1,0,b09.bmp,Judgeindirect,blacksquare2.gif,pic33.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,32,2177,plus1,0,b02.bmp,Judgeindirect,blacksquare2.gif,pic41.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,33,4043,plus1,0,b07.bmp,Judgeindirect,blacksquare2.gif,pic42.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,34,1427,minus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic22.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,35,1427,minus2,0,w01.bmp,Judgeindirect,blacksquare2.gif,pic56.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,36,2659,plus2,0,w04.bmp,Judgeindirect,blacksquare2.gif,pic9.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,37,2002,plus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic13.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,38,1307,plus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic24.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,39,1600,minus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic70.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,40,1696,minus1,0,b08.bmp,Judgeindirect,blacksquare2.gif,pic12.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,41,2014,plus1,0,b04.bmp,Judgeindirect,blacksquare2.gif,pic53.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,42,4119,plus2,0,w06.bmp,Judgeindirect,blacksquare2.gif,pic11.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,43,1843,plus1,0,w02.bmp,Judgeindirect,blacksquare2.gif,pic61.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,44,1290,plus2,0,w03.bmp,Judgeindirect,blacksquare2.gif,pic1.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,45,1608,minus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic32.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,46,3689,plus2,0,b03.bmp,Judgeindirect,blacksquare2.gif,pic62.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,47,1182,plus1,0,b10.bmp,Judgeindirect,blacksquare2.gif,pic58.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,48,1504,plus1,0,b01.bmp,Judgeindirect,blacksquare2.gif,pic54.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,49,1260,minus1,0,b05.bmp,Judgeindirect,blacksquare2.gif,pic21.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,50,1995,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic6.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,51,3541,plus2,0,b09.bmp,Judgeindirect,blacksquare2.gif,pic2.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,52,4408,plus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic37.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,53,1857,plus2,0,b06.bmp,Judgeindirect,blacksquare2.gif,pic3.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,54,4344,plus1,0,w05.bmp,Judgeindirect,blacksquare2.gif,pic45.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,55,1388,minus1,0,b11.bmp,Judgeindirect,blacksquare2.gif,pic55.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,56,4469,plus1,0,w09.bmp,Judgeindirect,blacksquare2.gif,pic28.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,57,1707,plus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic26.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,58,2888,plus2,0,w07.bmp,Judgeindirect,blacksquare2.gif,pic27.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,59,1694,minus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic72.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,60,1619,minus2,0,b10.jpg,Judgeindirect,blacksquare2.gif,pic40.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,61,1483,minus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic59.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,62,841,plus1,0,b12.bmp,Judgeindirect,blacksquare2.gif,pic65.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,63,1232,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic15.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,64,1488,plus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic14.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,blackindirect,4,65,2357,plus1,0,b02.bmp,Judgeindirect,blacksquare2.gif,pic47.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,66,4752,minus1,0,w08.bmp,Judgeindirect,blacksquare2.gif,pic7.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,67,1691,minus2,0,b12.jpg,Judgeindirect,blacksquare2.gif,pic8.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,68,1672,plus2,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic4.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,whiteindirect,4,69,1887,minus1,0,b11.jpg,Judgeindirect,blacksquare2.gif,pic29.bmp,Mask.bmp,0
40517,15:10:07,5.0.6.0,3,neutral,4,70,1404,plus1,0,GREY.bmp,Judgeindirect,blacksquare2.gif,pic51.bmp,Mask.bmp,0
